x,y,time
0.740936650012656,0.911069165222048,5000
0.723877835966732,0.906228192434964,5001
0.722120383784807,0.911355723645088,5002
0.72381975750566,0.905462240697125,5003
0.742498052507776,0.92016186153674,5004
0.720041851015452,0.914265484356187,5005
0.739748389538663,0.915355286605373,5006
0.72081199356721,0.914087145117392,5007
0.724441225028881,0.911682788363683,5008
0.718788577009021,0.91814355474096,5009
0.730927303906385,0.917527597703694,5010
0.717975771395379,0.907137482926008,5011
0.734282411947918,0.913583185903658,5012
0.71921131045758,0.916101533269736,5013
0.751151096045828,0.914738987805044,5014
0.735896114734075,0.922985344487139,5015
0.721648437275406,0.921769047349594,5016
0.726793596428868,0.918244520110371,5017
0.725349466070039,0.910755080065335,5018
0.708232688164508,0.904397563043068,5019
0.739034290695683,0.923008359991727,5020
0.714867307848236,0.921233389943979,5021
0.733899809541019,0.922780231510723,5022
0.730725341791601,0.920657491964178,5023
0.740554895238148,0.924421583513114,5024
0.755417864064341,0.919657183544764,5025
0.734375580114289,0.927553974582937,5026
0.740300055263934,0.917508699684554,5027
0.732959530870126,0.921806219676319,5028
0.738420821055338,0.921354387022892,5029
0.726400391090435,0.921211772013174,5030
0.73614859323766,0.921691494265286,5031
0.739505770249227,0.924413374517926,5032
0.710957394641999,0.921006604484434,5033
0.739217616362505,0.926118967705034,5034
0.721886026892903,0.922370961003659,5035
0.74563920096057,0.915111112671375,5036
0.722879542419617,0.919884191068137,5037
0.744561570816727,0.925799353746665,5038
0.741250538284715,0.917354154404615,5039
0.726074142004264,0.929760417440241,5040
0.725795210601307,0.926211296830469,5041
0.716792943113102,0.933692270807899,5042
0.729149109205809,0.928092222086259,5043
0.729958548383503,0.920214902855279,5044
0.728860734699021,0.929229428435752,5045
0.739960073614565,0.924017503751081,5046
0.726734333016748,0.928875072823916,5047
0.731064360711456,0.931192794694487,5048
0.737119154344831,0.936338275665135,5049
0.715952840416944,0.930657473337474,5050
0.72948976419181,0.935833679141277,5051
0.736249984145105,0.918854334367156,5052
0.70861257603771,0.928761398464744,5053
0.734654489704828,0.920418762859741,5054
0.780860702964499,1.09985988132771,5055
0.726508335300811,0.935512145124566,5056
0.735080299507854,0.930640147069889,5057
0.727129918620706,0.934495263505097,5058
0.713844195046615,0.929476103047255,5059
0.723193129004401,0.924395514441817,5060
0.726817097321412,0.923286550562545,5061
0.729427576453785,0.927657497988309,5062
0.728216345619102,0.926992164502194,5063
0.737510076949736,0.935714282826273,5064
0.724645867003981,0.924953094509935,5065
0.725759077956372,0.935939856582997,5066
0.733214300181165,0.931513668185856,5067
0.746093330236118,0.92617605155605,5068
0.735400428461392,0.930689096625802,5069
0.719779290566829,0.942907146321201,5070
0.731928020078489,0.930097299140729,5071
